ID,ID_incident,date_published,data_source,data_source_name,data_source_country,source_type,alert_type,raw_text_product,product_categoty,product,origin_country,origin_country_EU,notified_country,notified_country_EU,hazard_description,hazard_group,summary,food_feed_fcm,date_published_year,date_published_month,date_published_year_month,date_published_quarter,date_published_year_quarter,date_published_fulltime,alert_type_large,long.origin,lat.origin,long.notified,lat.notified,long.origin.rand,lat.origin.rand,long.notified.rand,lat.notified.rand,contaminant,contaminant2
217035,217035,2020-03-27,MAST (Iceland),MAST,Iceland,Official,recall,COVID-19: Can food prevent infections?,NA,NA,Iceland,non_EU,Iceland,non_EU,the bodys immune system,foreign bodies,the bodys immune system:,food,2020,03,2020-03,Q1,2020-Q1,2020-03-27 00:00:00 +00:00,recall,-18.57397086,64.99575263,-18.57397086,64.99575263,-14.326070369293756,65.44224823074774,-14.847843450178999,65.31699371792057,other foreign body,other foreign body
216933,216933,2020-03-26,AFSCA Recalls (Belgium),AFSCA Recalls,Belgium,Official,recall,possible presence of glass pieces,fruits and vegetables,pepper,Belgium,EU,Belgium,EU,glass pieces,foreign bodies,glass pieces: pepper,food,2020,03,2020-03,Q1,2020-Q1,2020-03-26 00:00:00 +00:00,recall,4.64064572,50.63981435,4.64064572,50.63981435,5.512145489804922,49.707492060921425,5.215501337571556,50.787743687972984,glass,glass
216935,216935,2020-03-26,Food Poisoning Bulletin (US),Food Poisoning Bulletin,USA,Others,recall,Ancient Whole Grains Salad Recalled For Stones; Spring Rolls for Milk,meat and meat products (other than poultry),bakery product,Canada,non_EU,United States of America,non_EU,stones,foreign bodies,stones: dang pork spring roll,food,2020,03,2020-03,Q1,2020-Q1,2020-03-26 00:00:00 +00:00,recall,-98.307757230000007,61.36206827,-112.46167057,45.67955203,-84.80803968799466,67.62684907904054,-155.49736839755894,62.06086011740698,stones or soil,other foreign body
216949,216949,2020-03-26,RASFF Portal,RASFF Portal,EU,Official,information for follow-up,foreign bodies (plastic splinters) in vegetable spring rolls from Denmark,fruits and vegetables,bakery product,Denmark,EU,Germany,EU,foreign body,foreign bodies,foreign body: vegetable spring rolls,food,2020,03,2020-03,Q1,2020-Q1,2020-03-26 00:00:00 +00:00,update,10.02799418,55.98126391,10.38577693,51.10697903,11.853687523450246,55.844345369217166,12.153274349031111,50.76636201623738,plastic,plastic
216952,216952,2020-03-26,RASFF Portal,RASFF Portal,EU,Official,alert,glass particles (splinters) in various spices in glass jars from the Netherlands,herbs and spices,spice glass jar,Netherlands,EU,Netherlands,EU,glass particles,foreign bodies,glass particles: various spices in glass jars,food,2020,03,2020-03,Q1,2020-Q1,2020-03-26 00:00:00 +00:00,alert,5.2814735,52.10080804,5.2814735,52.10080804,4.920153087754251,51.62721462730177,5.832580536234143,50.96125705591024,glass,glass
216746,216746,2020-03-23,RASFF Portal,RASFF Portal,EU,Official,alert,metal fragments in gluten-free vegetable lasagne from the United States,fruits and vegetables,bakery product,United States of America,non_EU,United Kingdom,UK,metal fragments,foreign bodies,metal fragments: glutenfree vegetable lasagne,food,2020,03,2020-03,Q1,2020-Q1,2020-03-23 00:00:00 +00:00,alert,-112.46167057,45.67955203,-2.86563362,54.12387156,-97.3496473948988,26.21532434910559,1.017586831042859,51.057408658776225,metal,metal
216676,216676,2020-03-23,Food Safety Authority (Ireland),Food Safety Authority,Ireland,Official,recall,CO OP Recalls a Batch of Frozen Hash Browns due to Presence of Pieces of White Plastic,prepared dishes and snacks,hash brown pack size,United Kingdom,UK,Ireland,EU,white plastic,foreign bodies,white plastic: co op frozen hash browns; pack size: 700g.,food,2020,03,2020-03,Q1,2020-Q1,2020-03-23 00:00:00 +00:00,recall,-2.86563362,54.12387156,-8.13793167,53.1754426,1.183943337128774,52.39390440205334,-7.71665020834166,52.662924411612146,plastic,plastic
216683,216683,2020-03-23,RASFF Portal,RASFF Portal,EU,Official,alert,plastic fragments in frozen hash brown from the United Kingdom,prepared dishes and snacks,hash brown,United Kingdom,UK,United Kingdom,UK,plastic fragments,foreign bodies,plastic fragments: frozen hash brown,food,2020,03,2020-03,Q1,2020-Q1,2020-03-23 00:00:00 +00:00,alert,-2.86563362,54.12387156,-2.86563362,54.12387156,1.2485502669310975,51.281056282695374,-2.862522511664049,55.52908782512677,plastic,plastic
216601,216601,2020-03-20,BVL Recalls (Germany),BVL Recalls,Germany,Official,recall,"Warning for the product ""oederaner country-liver sausage"" in the glass for in the product ""oederaner country-liver sausage"" in a glass foreign body (glass parts found).",meat and meat products (other than poultry),offals,Germany,EU,Germany,EU,glass foreign body,foreign bodies,"glass foreign body: oederaner country-liver sausage"" in the glass",food,2020,03,2020-03,Q1,2020-Q1,2020-03-20 00:00:00 +00:00,recall,10.38577693,51.10697903,10.38577693,51.10697903,8.772423757896835,48.09558466036297,8.54319600727155,48.84365593182652,glass,glass
216602,216602,2020-03-20,Il Fatto Alimentare (Italy),Il Fatto Alimentare,Italy,Others,lookout,Listeria in fillets of herring; and foreign body in the bread organic; gluten free and Withdrawn from the european market 68 products,fish and fish products,fillet,Italy,EU,Italy,EU,foreign body,foreign bodies,foreign body: fillets,food,2020,03,2020-03,Q1,2020-Q1,2020-03-20 00:00:00 +00:00,alert,12.07000946,42.79663568,12.07000946,42.79663568,9.157262192224085,44.491417114576294,8.813483210103252,39.55810444917046,other foreign body,other foreign body
216642,216642,2020-03-20,FSA Alerts & Recalls (UK),FSA Alerts & Recalls,UK,Official,recall,Coop recalls Frozen Hash Browns because they may contain pieces of white plastic,prepared dishes and snacks,frozen hash browns,United Kingdom,UK,United Kingdom,UK,plastic,foreign bodies,plastic: coop frozen hash browns,food,2020,03,2020-03,Q1,2020-Q1,2020-03-20 00:00:00 +00:00,recall,-2.86563362,54.12387156,-2.86563362,54.12387156,-4.276088480421768,56.612482473054854,-1.180307666543639,51.313303407168235,plastic,plastic
216562,216562,2020-03-19,RASFF Portal,RASFF Portal,EU,Official,information for attention,glass fragments in non-alcoholic drinks from the United Kingdom,non-alcoholic beverages,drink,United Kingdom,UK,United Kingdom,UK,glass fragments,foreign bodies,glass fragments: nonalcoholic drinks,food,2020,03,2020-03,Q1,2020-Q1,2020-03-19 00:00:00 +00:00,information for attention,-2.86563362,54.12387156,-2.86563362,54.12387156,-4.31692689928569,58.118813651240025,-2.208264777959368,54.78963281080945,glass,glass
216571,216571,2020-02-07,Food Authority (Finland),Food Authority,Finland,Official,information for attention,Cucumbers preserved in the may be pieces of glass,fruits and vegetables,cucumber,Finland,EU,Finland,EU,glass,foreign bodies,glass: cucumbers,food,2020,02,2020-02,Q1,2020-Q1,2020-02-07 00:00:00 +00:00,information for attention,26.27467024,64.49884844,26.27467024,64.49884844,29.33966697864062,62.62853393426799,21.787439025925593,61.01416582841829,glass,glass
216532,216532,2020-03-18,RASFF Portal,RASFF Portal,EU,Official,alert,metal strips in canned tuna from Spain,fish and fish products,tuna,Spain,EU,France,EU,metal strips,foreign bodies,metal strips: canned tuna,food,2020,03,2020-03,Q1,2020-Q1,2020-03-18 00:00:00 +00:00,alert,-3.64754874,40.24448626,2.53618475,46.18700581,-4.786127757371751,36.8151012663869,1.262288133390462,44.155403950373874,metal,metal
216524,216524,2020-03-18,Food Poisoning Bulletin (US),Food Poisoning Bulletin,USA,Others,recall,Cornstarch Recalled in Canada For Foreign Material Metal Pieces,fruits and vegetables,corn,Canada,non_EU,United States of America,non_EU,foreign material metal pieces,foreign bodies,foreign material metal pieces: foods corn starch,food,2020,03,2020-03,Q1,2020-Q1,2020-03-18 00:00:00 +00:00,recall,-98.307757230000007,61.36206827,-112.46167057,45.67955203,-107.89183662595957,61.40659475796925,-106.75865214897212,40.841444527949164,metal,metal
215844,215844,2020-03-17,RASFF Portal,RASFF Portal,EU,Official,information for attention,glass particles in ajvar (red pepper relish) from the Republic of North Macedonia,soups; broths; sauces and condiments,pepper,Macedonia,non_EU,Slovenia,EU,glass particles,foreign bodies,glass particles: ajvar (red pepper relish),food,2020,03,2020-03,Q1,2020-Q1,2020-03-17 00:00:00 +00:00,information for attention,21.68211343,41.59531059,14.8044464,46.11555444,20.67159515647874,41.68168900641802,15.192542312436796,46.23133683993394,glass,glass
215850,215850,2020-03-17,RASFF Portal,RASFF Portal,EU,Official,alert,plastic fragments in Branston pickle products from the United Kingdom,fruits and vegetables,pickle,United Kingdom,UK,United Kingdom,UK,plastic fragments,foreign bodies,plastic fragments: branston pickle products,food,2020,03,2020-03,Q1,2020-Q1,2020-03-17 00:00:00 +00:00,alert,-2.86563362,54.12387156,-2.86563362,54.12387156,-2.272774361849811,56.964443259682014,-4.658431501978896,51.17598061235333,plastic,plastic
215799,215799,2020-03-11,CDPH Recalls (Canada),CDPH Recalls,Canada,Official,recall,Notification - Grain Processing Corporation (GPC) brand Pure-Dent B700 Corn Starch recalled due to pieces of metal,fruits and vegetables,corn,Canada,non_EU,Canada,non_EU,extraneous material,foreign bodies,extraneous material: puredent b700 corn starch,food,2020,03,2020-03,Q1,2020-Q1,2020-03-11 00:00:00 +00:00,recall,-98.307757230000007,61.36206827,-98.307757230000007,61.36206827,-107.61660676564696,51.58616754267675,-77.48786451168971,62.53441196180645,metal,metal
215836,215836,2020-03-11,CDPH Recalls (Canada),CDPH Recalls,Canada,Official,recall,Notification - Mosto Foods brand Corn (Starch) recalled due to pieces of metal,fruits and vegetables,corn,Canada,non_EU,Canada,non_EU,extraneous material,foreign bodies,extraneous material: corn (starch),food,2020,03,2020-03,Q1,2020-Q1,2020-03-11 00:00:00 +00:00,recall,-98.307757230000007,61.36206827,-98.307757230000007,61.36206827,-91.49362418062493,56.836510413875565,-107.08746435885023,64.76337087568943,metal,metal
215739,215739,2020-03-13,CDPH Recalls (Canada),CDPH Recalls,Canada,Official,recall,Notification - Thrifty Kitchens brand Ancient Whole Grains Salad recalled due to presence of stones,prepared dishes and snacks,grain salad,Canada,non_EU,Canada,non_EU,extraneous material,foreign bodies,extraneous material: ancient whole grains salad,food,2020,03,2020-03,Q1,2020-Q1,2020-03-13 00:00:00 +00:00,recall,-98.307757230000007,61.36206827,-98.307757230000007,61.36206827,-138.6518457652833,60.63618675998069,-113.68627965296085,54.03825026896702,stones or soil,other foreign body
