ID	ID_incident	date_published	data_source	source_type	alert_type	raw_text_product	product_categoty	product	origin_country	origin_country_EU	notified_country	notified_country_EU	hazard_description	hazard_group	summary	food_feed_fcm	date_published_year	date_published_month	date_published_year_month	date_published_quarter	date_published_year_quarter	long.origin	lat.origin	long.notified	lat.notified	long.origin.rand	lat.origin.rand	long.notified.rand	lat.notified.rand	hazard_type	hazard_type_large
218111	218111	2020-05-14	NVWA Recalls (Netherlands)	Official	recall	"
 Important security note Looye Maasland BV Gezondheidsmix (allergen-peanuts)"	nuts; nut products and seeds	peanut	Netherlands	EU	Netherlands	EU	nuts and dried fruit	allergens	nuts and dried fruit: gezondheidsmix allergen-peanuts.	food	2020	05	2020-05	Q2	2020-Q2	5.2814735	52.10080804	5.2814735	52.10080804	4.381065941384623	51.698029835488484	6.415489470112682	53.19011917251946	unnamed nuts	nuts
218080	218080	2020-05-13	Food Poisoning Bulletin (US)	Others	recall	Joe's Potato & Onion Perogies Recall For Undeclared Milk Updated	fruits and vegetables	potato	United States of America	non_EU	United States of America	non_EU	undeclared milk	allergens	undeclared milk: joes potato & onion perogies	food	2020	05	2020-05	Q2	2020-Q2	-112.46167057	45.67955203	-112.46167057	45.67955203	-119.44045459522002	39.38733040218353	-83.2891065851002	40.97940922548962	milk	milk-related
218102	218102	2020-05-13	Trading Standards (UK)	Official	recall	Recall: Co-op - In-Store Bakery 4 Glazed Ring Doughnuts	milk and milk products	milk	United Kingdom	EU	United Kingdom	EU	milk	allergens	milk: milk	food	2020	05	2020-05	Q2	2020-Q2	-2.86563362	54.12387156	-2.86563362	54.12387156	-0.08950419875541016	51.21090539173501	-3.5768343389963206	55.219095126959125	milk	milk-related
218041	218041	2020-05-12	CDPH Recalls (Canada)	Official	update	Updated Food Recall Warning (Allergen) - Joe's Gluten-Free Foods brand Potato & Onion Perogies recalled due to undeclared milk	fruits and vegetables	potato	Canada	non_EU	Canada	non_EU	allergen  milk	allergens	allergen  milk: potato & onion perogies	food	2020	05	2020-05	Q2	2020-Q2	-98.307757230000007	61.36206827	-98.307757230000007	61.36206827	-73.79876312316483	81.21511765158274	-114.05540509148919	66.92147045533872	milk	milk-related
218051	14889	2020-02-19	Hong Kong Authority	Official	recall	Prepackaged spring roll pastry may contain allergen (milk)	prepared dishes and snacks	bakery product	Hong Kong S.A.R.	non_EU	Hong Kong S.A.R.	non_EU	contain milk however the ingredient was not declared	allergens	contain milk however the ingredient was not declared: prepackaged spring roll pastry	food	2020	02	2020-02	Q1	2020-Q1	114.11379862	22.39828782	114.11379862	22.39828782	113.86383686080448	22.232842183700768	114.21519051761938	22.252054820160392	milk	milk-related
218077	218077	2020-02-11	Food Authority (Poland)	Official	recall	Voluntary removal of product. Bio Coconut Sugar; for the detection of gluten at levels >80 mg/kg in raw materials for its production	confectionery	coconut	Netherlands	EU	Poland	EU	gluten	allergens	gluten: bio coconut sugar	food	2020	02	2020-02	Q1	2020-Q1	5.2814735	52.10080804	19.39011841	52.12759537	7.062435062609904	52.75740908598028	17.91860182000883	52.7856586907256	gluten	gluten-related
218026	218026	2020-05-11	Food Poisoning Bulletin (US)	Others	recall	Farm Boy Broccoli Cheddar Soup Recalled For Undeclared Allergens	soups; broths; sauces and condiments	broccoli	Canada	non_EU	United States of America	non_EU	gluten	allergens	gluten: farm boy broccoli cheddar soup	food	2020	05	2020-05	Q2	2020-Q2	-98.307757230000007	61.36206827	-112.46167057	45.67955203	-110.61268532949893	57.53472049811786	-102.31897924069588	31.46529336175709	gluten	gluten-related
218024	218024	2020-05-08	CDPH Recalls (Canada)	Official	recall	Food Recall Warning (Allergen) - Farm Boy brand Broccoli Cheddar Soup recalled due to undeclared barley and sulphites	fruits and vegetables	broccoli	Canada	non_EU	Canada	non_EU	allergen  gluten	allergens	allergen  gluten: broccoli cheddar soup	food	2020	05	2020-05	Q2	2020-Q2	-98.307757230000007	61.36206827	-98.307757230000007	61.36206827	-71.87587790220735	50.09537338624575	-127.17302071694083	67.73813001283537	gluten	gluten-related
217963	217963	2020-05-08	AFSCA Recalls (Belgium)	Official	recall	possible presence of splinters of shell hazelnut	nuts; nut products and seeds	hazelnut	Belgium	EU	Belgium	EU	shell hazelnut	allergens	shell hazelnut: hazelnut - brand	food	2020	05	2020-05	Q2	2020-Q2	4.64064572	50.63981435	4.64064572	50.63981435	5.416388145670874	50.6694541663772	5.275693691568666	50.32766474824667	hazelnut	nuts
217974	217974	2020-05-08	FDA Recalls (USA)	Official	recall	Zilk's Plus Resources Issues Allergy Alert on Undeclared Milk; Soy; and Wheat in Select 12 Oz Bottled Sauces	soups; broths; sauces and condiments	wing sauce	United States of America	non_EU	United States of America	non_EU	undeclared allergens	allergens	undeclared allergens: bottled wing sauces	food	2020	05	2020-05	Q2	2020-Q2	-112.46167057	45.67955203	-112.46167057	45.67955203	-155.44147618568195	64.07741117662387	-142.6484350396796	62.29758624897113	other/unknown allergic reaction	other/unknown allergic reaction
217981	217981	2020-05-08	RASFF Portal	Official	alert	shellfish; celery and barley undeclared on shrimp salad from Belgium	crustaceans and products thereof	shrimp	Belgium	EU	Belgium	EU	barley undeclared	allergens	barley undeclared: shrimp salad	food	2020	05	2020-05	Q2	2020-Q2	4.64064572	50.63981435	4.64064572	50.63981435	5.723197280190465	49.78632042869788	4.893995621496112	50.437572429579895	barley	gluten-related
217985	217985	2020-05-08	RASFF Portal	Official	information for attention	hazelnut undeclared on chocolate from Belgium	cocoa and cocoa preparations; coffee and tea	chocolate	Belgium	EU	Belgium	EU	hazelnut undeclared	allergens	hazelnut undeclared: chocolate	food	2020	05	2020-05	Q2	2020-Q2	4.64064572	50.63981435	4.64064572	50.63981435	5.274974703685164	50.23499854555921	3.742771657192364	50.96311599378158	hazelnut	nuts
217928	217928	2020-05-06	Food Poisoning Bulletin (US)	Others	recall	Ruffles Hot Wings Potato Chips Recalled For Undeclared Mustard	fruits and vegetables	mustard	United States of America	non_EU	United States of America	non_EU	undeclared mustard	allergens	undeclared mustard: mustard	food	2020	05	2020-05	Q2	2020-Q2	-112.46167057	45.67955203	-112.46167057	45.67955203	-159.70881896831386	60.520335743728225	-97.47447655845262	41.66019511186188	mustard	mustard
217929	217929	2020-05-06	Food Poisoning Bulletin (US)	Others	recall	Sliced Columbia Bread Recalled For Undeclared Egg	eggs and egg products	egg	United States of America	non_EU	United States of America	non_EU	undeclared egg	allergens	undeclared egg: egg	food	2020	05	2020-05	Q2	2020-Q2	-112.46167057	45.67955203	-112.46167057	45.67955203	-93.30276058746269	33.71777282741693	-100.00564559851938	48.527073284592646	egg	egg
217897	217897	2020-05-05	CDPH Recalls (Canada)	Official	recall	Food Recall Warning (Allergen) - Ruffles brand Hot Wings Potato Chips recalled due to undeclared mustard	prepared dishes and snacks	potato	Canada	non_EU	Canada	non_EU	allergen  mustard	allergens	allergen  mustard: hot wings potato chips	food	2020	05	2020-05	Q2	2020-Q2	-98.307757230000007	61.36206827	-98.307757230000007	61.36206827	-82.61663524399138	54.03758395602387	-110.44557830958811	49.9550948471318	mustard	mustard
217901	217901	2020-05-05	FDA Recalls (USA)	Official	recall	The Essential Baking Company Issues Allergen Alert on Undeclared Egg in 84 Loaves of 32 Oz. Sliced Columbia Bread	cereals and bakery products	bakery product	United States of America	non_EU	United States of America	non_EU	undeclared egg	allergens	undeclared egg: sliced columbia bread	food	2020	05	2020-05	Q2	2020-Q2	-112.46167057	45.67955203	-112.46167057	45.67955203	-160.63351356790008	65.49199357054991	-144.12077731259885	66.47427627716834	egg	egg
217867	217867	2020-05-04	Food Poisoning Bulletin (US)	Others	recall	OPTAVIA Old Fashioned Maple & Brown Sugar Oatmeal Recalled	milk and milk products	milk	United States of America	non_EU	United States of America	non_EU	traces of milk	allergens	traces of milk: milk	food	2020	05	2020-05	Q2	2020-Q2	-112.46167057	45.67955203	-112.46167057	45.67955203	-120.51656366501403	45.696162327989214	-161.3908058795982	69.05963905917406	milk	milk-related
217868	217868	2020-05-04	Food Poisoning Bulletin (US)	Others	recall	Ritz Cheese Cracker Sandwiches Recalled For Undeclared Peanut	nuts; nut products and seeds	butter	United States of America	non_EU	United States of America	non_EU	undeclared peanut	allergens	undeclared peanut: peanut butter variety	food	2020	05	2020-05	Q2	2020-Q2	-112.46167057	45.67955203	-112.46167057	45.67955203	-154.68674518152065	56.45137591355313	-105.69957604661201	39.88253025244336	peanut	nuts
217891	217891	2020-05-04	FDA Recalls (USA)	Official	recall	Medifast Inc. Issues Allergy Alert on Undeclared Milk in OPTAVIA Essential Old Fashioned Maple & Brown Sugar Oatmeal	cereals and bakery products	oat	United States of America	non_EU	United States of America	non_EU	undeclared milk	allergens	undeclared milk: essential old fashioned maple & brown sugar oatmeal	food	2020	05	2020-05	Q2	2020-Q2	-112.46167057	45.67955203	-112.46167057	45.67955203	-104.941421447859	32.99282083716538	-100.18964321417414	41.00592356053446	milk	milk-related
217857	217857	2020-05-01	Product Recalls Website: Oulah (France)	Others	recall	Recall product : semi-skimmed Milk sterilized UHT Carrefour brand	milk and milk products	milk brand	France	EU	France	EU	semiskimmed milk sterilized uht carrefour brand	allergens	semiskimmed milk sterilized uht carrefour brand: semiskimmed milk sterilized uht carrefour brand	food	2020	05	2020-05	Q2	2020-Q2	2.53618475	46.18700581	2.53618475	46.18700581	6.505546844966462	44.46418810232851	4.8259361754060865	45.52118307553424	milk	milk-related
217859	217859	2020-05-01	FDA Recalls (USA)	Official	recall	Mondelez Global LLC Conducts Voluntary Recall of Limited Quantity of RITZ Cheese Cracker Sandwiches Family Size Product in the U.S. Due to Undeclared Peanut on Outer Packaging	cereals and bakery products	cracker	United States of America	non_EU	United States of America	non_EU	undeclared peanut	allergens	undeclared peanut: ritz crackers	food	2020	05	2020-05	Q2	2020-Q2	-112.46167057	45.67955203	-112.46167057	45.67955203	-150.91260528536822	65.17506561900385	-149.20795201470702	66.54121662338797	peanut	nuts
217808	217808	2020-04-30	AFSCA Recalls (Belgium)	Official	warning	Allergen not listed on the label : barley (gluten); celery and crustaceans	crustaceans and products thereof	shrimp	Belgium	EU	Belgium	EU	crustaceans	allergens	crustaceans: shrimp salad	food	2020	04	2020-04	Q2	2020-Q2	4.64064572	50.63981435	4.64064572	50.63981435	6.105507995686031	50.19909178047317	3.922942440916598	50.83150532776419	seafood	seafood
217816	217816	2020-04-30	NVWA Recalls (Netherlands)	Official	recall	"
 Important security note: Jumbo tacos tomato salsa Packet and allergens"	soups; broths; sauces and condiments	sauce	Netherlands	EU	Netherlands	EU	celery	allergens	celery: wrong sauce	food	2020	04	2020-04	Q2	2020-Q2	5.2814735	52.10080804	5.2814735	52.10080804	6.119521890053644	51.57910118133904	4.973953559353859	51.89587722233279	celery	celery
217824	217824	2020-04-30	RASFF Portal	Official	alert	milk ingredient undeclared on spring rolls from the United Kingdom	prepared dishes and snacks	bakery product	United Kingdom	EU	United Kingdom	EU	milk ingredient undeclared	allergens	milk ingredient undeclared: spring rolls	food	2020	04	2020-04	Q2	2020-Q2	-2.86563362	54.12387156	-2.86563362	54.12387156	-1.9320336972298007	52.89874498770785	-7.100187504897114	54.61304087868054	milk	milk-related
217781	217781	2020-04-29	Food Poisoning Bulletin (US)	Others	recall	Farm Boy Spinach Spread Recalled in Canada For Undeclared Egg	fruits and vegetables	spinach	Canada	non_EU	United States of America	non_EU	undeclared egg	allergens	undeclared egg: farm boy spinach spread	food	2020	04	2020-04	Q2	2020-Q2	-98.307757230000007	61.36206827	-112.46167057	45.67955203	-56.410726942729326	51.27743468554587	-104.03429758009459	40.35016633025854	egg	egg
217778	217778	2020-04-24	CDPH Recalls (Canada)	Official	recall	Food Recall Warning (Allergen) - Farm Boy brand Spinach Spread & Dip recalled due to undeclared egg	fruits and vegetables	spinach	Canada	non_EU	Canada	non_EU	allergen  egg	allergens	allergen  egg: spinach spread & dip	food	2020	04	2020-04	Q2	2020-Q2	-98.307757230000007	61.36206827	-98.307757230000007	61.36206827	-84.16740784856191	72.44656957866341	-102.37284983392055	52.21102761955403	egg	egg
217734	217734	2020-04-24	RASFF Portal	Official	alert	traces of mustard (4.8 mg/kg - ppm) in frozen breaded chicken chunks from Thailand; packaged in Ireland	poultry meat and poultry meat products	chicken	Ireland	EU	Ireland	EU	traces of mustard	allergens	traces of mustard: frozen breaded chicken chunks	food	2020	04	2020-04	Q2	2020-Q2	-8.13793167	53.1754426	-8.13793167	53.1754426	-9.05762409464691	53.110300067379754	-8.310371659486009	52.76250110403981	mustard	mustard
217724	217724	2020-04-24	Food Safety Authority (Ireland)	Official	recall	Presence of Mustard in a Batch of Big Als Side Kicks Flamin Chicken Chunks	poultry meat and poultry meat products	chicken	Germany	EU	Ireland	EU	mustard	allergens	mustard: big alâ€™s side kicks flaminâ€™ chicken chunks; pack size:1 kg; â€˜best-beforeâ€™ end date: march 2021	food	2020	04	2020-04	Q2	2020-Q2	10.38577693	51.10697903	-8.13793167	53.1754426	11.17269474133029	49.667222316507534	-8.044946301795914	54.68645410568374	mustard	mustard
217680	217680	2020-04-22	Food Poisoning Bulletin (US)	Others	recall	Buckhead Meat and Seafood Recalls Flounder Stuffed With Seafood	meat and meat products (other than poultry)	meat	United States of America	non_EU	United States of America	non_EU	undeclared allergens	allergens	undeclared allergens: buckhead meat	food	2020	04	2020-04	Q2	2020-Q2	-112.46167057	45.67955203	-112.46167057	45.67955203	-110.54370199264471	34.07525007376218	-98.05215548730905	27.35442124095232	other/unknown allergic reaction	other/unknown allergic reaction
217701	217701	2020-04-22	Ministry of Primary Industries (NZ)	Official	recall	The Dumpling Company brand Dumplings; Steamed Buns and other processed meat products	meat and meat products (other than poultry)	bakery product	New Zealand	non_EU	New Zealand	non_EU	undeclared allergens	allergens	undeclared allergens: dumplings steamed buns; and other meat products	food	2020	04	2020-04	Q2	2020-Q2	171.48495391	-41.81112825	171.48495391	-41.81112825	168.28697635391862	-46.344105770860736	177.57245396008938	-38.68631923565712	other/unknown allergic reaction	other/unknown allergic reaction
217652	217652	2020-04-21	Food Poisoning Bulletin (US)	Others	recall	Great Value Spaghetti Marinara Recalled For Undeclared Allergens	milk and milk products	milk	Canada	non_EU	United States of America	non_EU	undeclared allergens	allergens	undeclared allergens: milk	food	2020	04	2020-04	Q2	2020-Q2	-98.307757230000007	61.36206827	-112.46167057	45.67955203	-78.25684272175535	54.37765151675737	-114.12257745942858	48.79338937429365	other/unknown allergic reaction	other/unknown allergic reaction
217657	217657	2020-04-21	FDA Recalls (USA)	Official	recall	Allergy Alert Issued by Buckhead Meat and Seafood of Houston; Inc. for Undeclared Wheat; Soy; Milk; Fish and Eggs in Frozen Flounder Stuffed with Seafood	fish and fish products	flounder	United States of America	non_EU	United States of America	non_EU	undeclared wheat	allergens	undeclared wheat: frozen flounder stuffed with seafood	food	2020	04	2020-04	Q2	2020-Q2	-112.46167057	45.67955203	-112.46167057	45.67955203	-83.39611092257914	37.49108059548562	-98.77288670820325	43.79857488472023	wheat	gluten-related
217650	217650	2020-04-14	CDPH Recalls (Canada)	Official	recall	Food Recall Warning (Allergen) - Great Value brand Spaghetti Marinara recalled due to undeclared milk and sulphites	cereals and bakery products	spaghetti marinara	Canada	non_EU	Canada	non_EU	allergen  sulphites	allergens	allergen  sulphites: spaghetti marinara	food	2020	04	2020-04	Q2	2020-Q2	-98.307757230000007	61.36206827	-98.307757230000007	61.36206827	-79.90549355539648	81.11358514888002	-100.81362647405143	78.80306365447508	sulphite	sulphite
217647	217647	2020-04-14	Health Gov (Israel)	Official	recall	Osem Nut-Flavored Wafer Rolls; 50 grams	nuts; nut products and seeds	bakery product	Israel	non_EU	Israel	non_EU	osem nutflavored wafer rolls grams	allergens	osem nutflavored wafer rolls grams: osem nut-flavored wafer rolls; grams.	food	2020	04	2020-04	Q2	2020-Q2	35.00444995	31.4611019	35.00444995	31.4611019	35.20248942242488	30.417766986575966	35.546505922860035	32.66861054145329	unnamed nuts	nuts
217633	14889	2020-02-19	Hong Kong Authority	Official	recall	Prepackaged spring roll pastry may contain allergen (milk)	cereals and bakery products	bakery product	Hong Kong S.A.R.	non_EU	Hong Kong S.A.R.	non_EU	contain milk however the ingredient was not declared	allergens	contain milk however the ingredient was not declared: prepackaged spring roll pastry	food	2020	02	2020-02	Q1	2020-Q1	114.11379862	22.39828782	114.11379862	22.39828782	113.90947193580695	22.266831449125217	114.20983365839605	22.43177286688413	milk	milk-related
217634	14890	2020-02-19	Hong Kong Authority	Official	recall	Bottled pesto may contain allergen <peanuts>	soups; broths; sauces and condiments	pesto	Hong Kong S.A.R.	non_EU	Hong Kong S.A.R.	non_EU	contain peanuts however the ingredient was not declared	allergens	contain peanuts however the ingredient was not declared: bottled pesto	food	2020	02	2020-02	Q1	2020-Q1	114.11379862	22.39828782	114.11379862	22.39828782	114.12809128667641	22.443340320936915	114.22787844970128	22.44080139715832	peanut	nuts
217635	82655	2020-01-15	Hong Kong Authority	Official	recall	Bottled pesto may contain allergen (peanuts)	soups; broths; sauces and condiments	pesto	Hong Kong S.A.R.	non_EU	Hong Kong S.A.R.	non_EU	contain peanuts but the ingredient is not declared	allergens	contain peanuts but the ingredient is not declared: bottled pesto	food	2020	01	2020-01	Q1	2020-Q1	114.11379862	22.39828782	114.11379862	22.39828782	113.98777379627103	22.305698798693154	114.10729612564076	22.49763903353016	peanut	nuts
217568	217568	2020-04-17	AFSCA Recalls (Belgium)	Official	warning	Allergen not listed on the label : mustard.	milk and milk products	beef	Belgium	EU	Belgium	EU	mustard	allergens	mustard: pasteurized cow's milk cream cheese white cheese pasteurized cow's milk brand na turek.	food	2020	04	2020-04	Q2	2020-Q2	4.64064572	50.63981435	4.64064572	50.63981435	5.5310559847414025	51.18602068545064	3.722221115880123	51.132790938264755	mustard	mustard
217570	217570	2020-04-17	Food Poisoning Bulletin (US)	Others	recall	Whole Foods Queso Sauce in Phoenix Recalled; One Consumer Sick	soups; broths; sauces and condiments	sauce	United States of America	non_EU	United States of America	non_EU	an allergic reaction	allergens	an allergic reaction: queso sauce	food	2020	04	2020-04	Q2	2020-Q2	-112.46167057	45.67955203	-112.46167057	45.67955203	-89.50089673243002	36.568038443788126	-111.15183864581681	37.537032555443446	other/unknown allergic reaction	other/unknown allergic reaction
217567	217567	2020-04-16	AFSCA Recalls (Belgium)	Official	warning	Problem : allergens not listed on the label : soy; wheat (cereal containing gluten); milk; and shellfish	fish and fish products	salmon	Belgium	EU	Belgium	EU	wheat	allergens	wheat: salmon salad	food	2020	04	2020-04	Q2	2020-Q2	4.64064572	50.63981435	4.64064572	50.63981435	5.491287424364226	51.17376720146825	5.558162146531447	51.19883119393806	wheat	gluten-related
217583	217583	2020-04-03	Food and Safety Authority (Norway)	Official	information	The deadline for the delivery of eggs to the consumer extended to a total of 28 days after laying	eggs and egg products	egg	Norway	non_EU	Norway	non_EU	eggs	allergens	eggs: eggs	food	2020	04	2020-04	Q2	2020-Q2	15.34832968	68.75014407	15.34832968	68.75014407	14.208037715590546	67.08221344478059	5.427285914033391	60.52246517188136	egg	egg
217578	14889	2020-02-19	Hong Kong Authority	Official	recall	Prepackaged spring roll pastry may contain allergen (milk)	cereals and bakery products	bakery product	Hong Kong S.A.R.	non_EU	Hong Kong S.A.R.	non_EU	contain milk however the ingredient was not declared	allergens	contain milk however the ingredient was not declared: prepackaged spring roll pastry	food	2020	02	2020-02	Q1	2020-Q1	114.11379862	22.39828782	114.11379862	22.39828782	113.92514022704097	22.224990473705624	113.86528804250449	22.237084134423768	milk	milk-related
217579	14890	2020-02-19	Hong Kong Authority	Official	recall	Bottled pesto may contain allergen <peanuts>	soups; broths; sauces and condiments	pesto	Hong Kong S.A.R.	non_EU	Hong Kong S.A.R.	non_EU	contain peanuts however the ingredient was not declared	allergens	contain peanuts however the ingredient was not declared: bottled pesto	food	2020	02	2020-02	Q1	2020-Q1	114.11379862	22.39828782	114.11379862	22.39828782	114.22352526713365	22.361863403126357	114.17119810472529	22.4545582079945	peanut	nuts
217580	82655	2020-01-15	Hong Kong Authority	Official	recall	Bottled pesto may contain allergen (peanuts)	soups; broths; sauces and condiments	pesto	Hong Kong S.A.R.	non_EU	Hong Kong S.A.R.	non_EU	contain peanuts but the ingredient is not declared	allergens	contain peanuts but the ingredient is not declared: bottled pesto	food	2020	01	2020-01	Q1	2020-Q1	114.11379862	22.39828782	114.11379862	22.39828782	114.16764227222649	22.443988600094375	114.2961581059462	22.359229452930464	peanut	nuts
217543	217543	2020-04-16	Product Recalls Website: Oulah (France)	Others	recall	Recall product : Salad Paysanne Break Pasta brand Daunat	soups; broths; sauces and condiments	sauce	France	EU	France	EU	the allergen mustard	allergens	the allergen mustard: sauce	food	2020	04	2020-04	Q2	2020-Q2	2.53618475	46.18700581	2.53618475	46.18700581	2.0591545991725004	49.59901220562816	-0.38644532837892154	47.42557497125405	mustard	mustard
217565	217565	2020-04-16	MAST (Iceland)	Official	recall	Unlabeled milk; celery and soy in haddock in batter	milk and milk products	milk	Iceland	non_EU	Iceland	non_EU	celery	allergens	celery: unlabeled milk	food	2020	04	2020-04	Q2	2020-Q2	-18.57397086	64.99575263	-18.57397086	64.99575263	-14.810944446173451	65.82373481316904	-19.126834367350412	63.761927706000904	celery	celery
217561	217561	2020-04-05	Health Gov (Israel)	Official	recall	HaShachar Ha'Ole Parve Hazelnut and Cocoa Spread	nuts; nut products and seeds	hazelnut	Israel	non_EU	Israel	non_EU	hashachar haole parve hazelnut	allergens	hashachar haole parve hazelnut: hashachar ha'ole parve hazelnut	food	2020	04	2020-04	Q2	2020-Q2	35.00444995	31.4611019	35.00444995	31.4611019	35.16356706332659	32.665974377453175	35.62265321876537	32.95986555590591	hazelnut	nuts
217523	217523	2020-04-15	AFSCA Recalls (Belgium)	Official	warning	Allergen not listed on the label : almonds (nuts)	nuts; nut products and seeds	almond	Belgium	EU	Belgium	EU	almonds	allergens	almonds: almonds	food	2020	04	2020-04	Q2	2020-Q2	4.64064572	50.63981435	4.64064572	50.63981435	5.072322820136641	49.83447737856942	5.432388149682934	50.25293640790791	almond	nuts
217529	217529	2020-04-15	RASFF Portal	Official	alert	almond undeclared on sponge cake from the Netherlands	cereals and bakery products	bakery product	Netherlands	EU	Netherlands	EU	almond undeclared	allergens	almond undeclared: sponge cake	food	2020	04	2020-04	Q2	2020-Q2	5.2814735	52.10080804	5.2814735	52.10080804	6.092183833836703	52.71361974749946	4.220335792804089	51.91690748305081	almond	nuts
