ID,ID_incident,date_published,data_source,data_source_name,data_source_country,source_type,alert_type,raw_text_product,product_categoty,product,origin_country,origin_country_EU,notified_country,notified_country_EU,hazard_description,hazard_group,summary,food_feed_fcm,date_published_year,date_published_month,date_published_year_month,date_published_quarter,date_published_year_quarter,date_published_fulltime,alert_type_large,long.origin,lat.origin,long.notified,lat.notified,long.origin.rand,lat.origin.rand,long.notified.rand,lat.notified.rand,hazard_type,hazard_type_large
218105,218105,2020-05-14,AFSCA Recalls (Belgium),AFSCA Recalls,Belgium,Official,warning,Problem : allergen not listed on the label : wheat (gluten) - labelling error.,cereals and bakery products,wheat,Belgium,EU,Belgium,EU,wheat  labelling error,allergens,wheat  labelling error: wheat gluten - labelling error,food,2020,5,2020-05,Q2,2020-Q2,2020-05-14 00:00:00 +00:00,alert,4.64064572,50.63981435,4.64064572,50.63981435,5.419247343813673,50.78605073071945,4.171051837433436,50.32490487239857,wheat,gluten-related
218111,218111,2020-05-14,NVWA Recalls (Netherlands),NVWA Recalls,Netherlands,Official,recall,"
 Important security note Looye Maasland BV Gezondheidsmix (allergen-peanuts)",nuts; nut products and seeds,peanut,Netherlands,EU,Netherlands,EU,nuts and dried fruit,allergens,nuts and dried fruit: gezondheidsmix allergen-peanuts.,food,2020,5,2020-05,Q2,2020-Q2,2020-05-14 00:00:00 +00:00,recall,5.2814735,52.10080804,5.2814735,52.10080804,5.055313753970491,52.86575401560357,5.199445208780858,52.39625605949121,unnamed nuts,nuts
218080,218080,2020-05-13,Food Poisoning Bulletin (US),Food Poisoning Bulletin,USA,Others,recall,Joe's Potato & Onion Perogies Recall For Undeclared Milk Updated,fruits and vegetables,potato,United States of America,non_EU,United States of America,non_EU,undeclared milk,allergens,undeclared milk: joes potato & onion perogies,food,2020,5,2020-05,Q2,2020-Q2,2020-05-13 00:00:00 +00:00,recall,-112.46167057,45.67955203,-112.46167057,45.67955203,-69.47699169634947,46.25234004721263,-97.42281322409815,36.02802369295621,milk,dairy
218083,218083,2020-05-13,FoodSafetyNews.com,FoodSafetyNews.com,USA,Others,recall,Salmonella prompts recall of more than half a million eggs,eggs and egg products,egg,France,EU,United States of America,non_EU,eggs,allergens,eggs: eggs,food,2020,5,2020-05,Q2,2020-Q2,2020-05-13 00:00:00 +00:00,recall,2.53618475,46.18700581,-112.46167057,45.67955203,4.37207672879352,48.78720664832098,-103.89002441803093,35.17093367813231,egg,egg
218102,218102,2020-05-13,Trading Standards (UK),Trading Standards,UK,Official,recall,Recall: Co-op - In-Store Bakery 4 Glazed Ring Doughnuts,milk and milk products,milk,United Kingdom,UK,United Kingdom,UK,milk,allergens,milk: milk,food,2020,5,2020-05,Q2,2020-Q2,2020-05-13 00:00:00 +00:00,recall,-2.86563362,54.12387156,-2.86563362,54.12387156,-3.4583407081621664,55.91773180077683,-0.8594799072071719,54.41513751343216,milk,dairy
218041,218041,2020-05-12,CDPH Recalls (Canada),CDPH Recalls,Canada,Official,update,Updated Food Recall Warning (Allergen) - Joe's Gluten-Free Foods brand Potato & Onion Perogies recalled due to undeclared milk,fruits and vegetables,potato,Canada,non_EU,Canada,non_EU,allergen  milk,allergens,allergen  milk: potato & onion perogies,food,2020,5,2020-05,Q2,2020-Q2,2020-05-12 00:00:00 +00:00,update,-98.30775723,61.36206827,-98.30775723,61.36206827,-99.92663052453287,60.67168484447972,-95.1428561295502,71.47008792542175,milk,dairy
218073,218073,2020-05-12,FSA Alerts & Recalls (UK),FSA Alerts & Recalls,UK,Official,recall,Co-op recalls Bakery 4 Glazed Ring Doughnuts because of undeclared milk and soya,,bakery product,United Kingdom,UK,United Kingdom,UK,milk,allergens,milk: coop in-store bakery 4 glazed ring doughnuts,food,2020,5,2020-05,Q2,2020-Q2,2020-05-12 00:00:00 +00:00,recall,-2.86563362,54.12387156,-2.86563362,54.12387156,-3.1393162072964427,54.47736582537141,-2.619543813983884,53.35587551881486,milk,dairy
218051,14889,2020-02-19,Hong Kong Authority,Hong Kong Authority,Hong Kong,Official,recall,Prepackaged spring roll pastry may contain allergen (milk),prepared dishes and snacks,bakery product,Hong Kong S.A.R.,non_EU,Hong Kong S.A.R.,non_EU,contain milk however the ingredient was not declared,allergens,contain milk however the ingredient was not declared: prepackaged spring roll pastry,food,2020,2,2020-02,Q1,2020-Q1,2020-02-19 00:00:00 +00:00,recall,114.11379862,22.39828782,114.11379862,22.39828782,113.94528752849935,22.24643611675625,114.17744938638776,22.273864626845217,milk,dairy
218077,218077,2020-02-11,Food Authority (Poland),Food Authority,Poland,Official,recall,Voluntary removal of product. Bio Coconut Sugar; for the detection of gluten at levels >80 mg/kg in raw materials for its production,confectionery,coconut,Netherlands,EU,Poland,EU,gluten,allergens,gluten: bio coconut sugar,food,2020,2,2020-02,Q1,2020-Q1,2020-02-11 00:00:00 +00:00,recall,5.2814735,52.10080804,19.39011841,52.12759537,5.902764488668666,52.282010326071386,16.683470512312947,51.96542913614043,gluten,gluten-related
218026,218026,2020-05-11,Food Poisoning Bulletin (US),Food Poisoning Bulletin,USA,Others,recall,Farm Boy Broccoli Cheddar Soup Recalled For Undeclared Allergens,soups; broths; sauces and condiments,broccoli,Canada,non_EU,United States of America,non_EU,gluten,allergens,gluten: farm boy broccoli cheddar soup,food,2020,5,2020-05,Q2,2020-Q2,2020-05-11 00:00:00 +00:00,recall,-98.30775723,61.36206827,-112.46167057,45.67955203,-93.32430078932457,64.09540521293135,-149.5656764733181,62.95078349470317,gluten,gluten-related
218024,218024,2020-05-08,CDPH Recalls (Canada),CDPH Recalls,Canada,Official,recall,Food Recall Warning (Allergen) - Farm Boy brand Broccoli Cheddar Soup recalled due to undeclared barley and sulphites,fruits and vegetables,broccoli,Canada,non_EU,Canada,non_EU,allergen  gluten,allergens,allergen  gluten: broccoli cheddar soup,food,2020,5,2020-05,Q2,2020-Q2,2020-05-08 00:00:00 +00:00,recall,-98.30775723,61.36206827,-98.30775723,61.36206827,-138.7465072135937,61.30387799227312,-124.78542097440013,49.54742812405918,gluten,gluten-related
217962,217962,2020-05-08,Australia Food Agency Recalls,Australia Food Agency Recalls,Australia,Official,recall,Berg Deli Prosciutto Sliced 100g has been recalled due to this recall is  an incorrect back label resulting in an undeclared milk allergen,,deli,Australia,non_EU,Australia,non_EU,undeclared milk,allergens,undeclared milk: berg deli prosciutto sliced 100g,food,2020,5,2020-05,Q2,2020-Q2,2020-05-08 00:00:00 +00:00,recall,134.49099877,-25.73288736,134.49099877,-25.73288736,113.08927729471762,-25.156666615016672,113.80054351734282,-24.527096654057285,milk,dairy
217963,217963,2020-05-08,AFSCA Recalls (Belgium),AFSCA Recalls,Belgium,Official,recall,possible presence of splinters of shell hazelnut,nuts; nut products and seeds,hazelnut,Belgium,EU,Belgium,EU,shell hazelnut,allergens,shell hazelnut: hazelnut - brand,food,2020,5,2020-05,Q2,2020-Q2,2020-05-08 00:00:00 +00:00,recall,4.64064572,50.63981435,4.64064572,50.63981435,5.220118507718503,49.92716969500154,4.774567732555751,51.31013778945439,hazelnut,nuts
217974,217974,2020-05-08,FDA Recalls (USA),FDA Recalls,USA,Official,recall,Zilk's Plus Resources Issues Allergy Alert on Undeclared Milk; Soy; and Wheat in Select 12 Oz Bottled Sauces,soups; broths; sauces and condiments,wing sauce,United States of America,non_EU,United States of America,non_EU,undeclared allergens,allergens,undeclared allergens: bottled wing sauces,food,2020,5,2020-05,Q2,2020-Q2,2020-05-08 00:00:00 +00:00,recall,-112.46167057,45.67955203,-112.46167057,45.67955203,-115.19806599009605,35.6665323910327,-158.76679353746695,66.33429851095168,other/unknown allergic reaction,other/unknown allergic reaction
217981,217981,2020-05-08,RASFF Portal,RASFF Portal,EU,Official,alert,shellfish; celery and barley undeclared on shrimp salad from Belgium,crustaceans and products thereof,shrimp,Belgium,EU,Belgium,EU,barley undeclared,allergens,barley undeclared: shrimp salad,food,2020,5,2020-05,Q2,2020-Q2,2020-05-08 00:00:00 +00:00,alert,4.64064572,50.63981435,4.64064572,50.63981435,4.712979322186465,50.737563454748866,4.167097651900091,51.12086095595329,barley,gluten-related
217985,217985,2020-05-08,RASFF Portal,RASFF Portal,EU,Official,information for attention,hazelnut undeclared on chocolate from Belgium,cocoa and cocoa preparations; coffee and tea,chocolate,Belgium,EU,Belgium,EU,hazelnut undeclared,allergens,hazelnut undeclared: chocolate,food,2020,5,2020-05,Q2,2020-Q2,2020-05-08 00:00:00 +00:00,information for attention,4.64064572,50.63981435,4.64064572,50.63981435,3.6900590602350487,50.769852343938815,3.8035056688537594,51.088763506076205,hazelnut,nuts
217949,217949,2020-05-07,BLV (Switzerland),BLV,Switzerland,Official,recall,Migros back calls the M-Classic best device Lyoner 120 g due to undeclared Egg,,,Switzerland,non_EU,Switzerland,non_EU,undeclared egg,allergens,undeclared egg:,food,2020,5,2020-05,Q2,2020-Q2,2020-05-07 00:00:00 +00:00,recall,8.20866006,46.79785296,8.20866006,46.79785296,8.625490541939767,46.73097736909441,8.844202459963451,46.541683192842456,egg,egg
217928,217928,2020-05-06,Food Poisoning Bulletin (US),Food Poisoning Bulletin,USA,Others,recall,Ruffles Hot Wings Potato Chips Recalled For Undeclared Mustard,fruits and vegetables,mustard,United States of America,non_EU,United States of America,non_EU,undeclared mustard,allergens,undeclared mustard: mustard,food,2020,5,2020-05,Q2,2020-Q2,2020-05-06 00:00:00 +00:00,recall,-112.46167057,45.67955203,-112.46167057,45.67955203,-155.91520762915962,67.87074060528353,-116.71287649815008,38.51986407132937,mustard,mustard
217929,217929,2020-05-06,Food Poisoning Bulletin (US),Food Poisoning Bulletin,USA,Others,recall,Sliced Columbia Bread Recalled For Undeclared Egg,eggs and egg products,egg,United States of America,non_EU,United States of America,non_EU,undeclared egg,allergens,undeclared egg: egg,food,2020,5,2020-05,Q2,2020-Q2,2020-05-06 00:00:00 +00:00,recall,-112.46167057,45.67955203,-112.46167057,45.67955203,-91.7909629472532,44.47547874400428,-159.41417565629806,55.02864244538546,egg,egg
217897,217897,2020-05-05,CDPH Recalls (Canada),CDPH Recalls,Canada,Official,recall,Food Recall Warning (Allergen) - Ruffles brand Hot Wings Potato Chips recalled due to undeclared mustard,prepared dishes and snacks,potato,Canada,non_EU,Canada,non_EU,allergen  mustard,allergens,allergen  mustard: hot wings potato chips,food,2020,5,2020-05,Q2,2020-Q2,2020-05-05 00:00:00 +00:00,recall,-98.30775723,61.36206827,-98.30775723,61.36206827,-115.86516924145327,62.31926367647903,-106.85253329991095,61.11985716746096,mustard,mustard
217901,217901,2020-05-05,FDA Recalls (USA),FDA Recalls,USA,Official,recall,The Essential Baking Company Issues Allergen Alert on Undeclared Egg in 84 Loaves of 32 Oz. Sliced Columbia Bread,cereals and bakery products,bakery product,United States of America,non_EU,United States of America,non_EU,undeclared egg,allergens,undeclared egg: sliced columbia bread,food,2020,5,2020-05,Q2,2020-Q2,2020-05-05 00:00:00 +00:00,recall,-112.46167057,45.67955203,-112.46167057,45.67955203,-147.27932572780554,70.05962302965028,-144.48172413614785,65.18745882163998,egg,egg
217867,217867,2020-05-04,Food Poisoning Bulletin (US),Food Poisoning Bulletin,USA,Others,recall,OPTAVIA Old Fashioned Maple & Brown Sugar Oatmeal Recalled,milk and milk products,milk,United States of America,non_EU,United States of America,non_EU,traces of milk,allergens,traces of milk: milk,food,2020,5,2020-05,Q2,2020-Q2,2020-05-04 00:00:00 +00:00,recall,-112.46167057,45.67955203,-112.46167057,45.67955203,-81.7642398151599,28.368504707615052,-144.06895056058772,66.75893215134533,milk,dairy
217868,217868,2020-05-04,Food Poisoning Bulletin (US),Food Poisoning Bulletin,USA,Others,recall,Ritz Cheese Cracker Sandwiches Recalled For Undeclared Peanut,nuts; nut products and seeds,butter,United States of America,non_EU,United States of America,non_EU,undeclared peanut,allergens,undeclared peanut: peanut butter variety,food,2020,5,2020-05,Q2,2020-Q2,2020-05-04 00:00:00 +00:00,recall,-112.46167057,45.67955203,-112.46167057,45.67955203,-93.48123701428905,33.70771878734264,-100.57983624855095,34.15610865615443,peanut,nuts
217891,217891,2020-05-04,FDA Recalls (USA),FDA Recalls,USA,Official,recall,Medifast Inc. Issues Allergy Alert on Undeclared Milk in OPTAVIA Essential Old Fashioned Maple & Brown Sugar Oatmeal,cereals and bakery products,oat,United States of America,non_EU,United States of America,non_EU,undeclared milk,allergens,undeclared milk: essential old fashioned maple & brown sugar oatmeal,food,2020,5,2020-05,Q2,2020-Q2,2020-05-04 00:00:00 +00:00,recall,-112.46167057,45.67955203,-112.46167057,45.67955203,-116.2657755096072,40.42819386959796,-88.87731402907806,33.829252163928764,milk,dairy
217857,217857,2020-05-01,Product Recalls Website: Oulah (France),Product Recalls Website: Oulah,France,Others,recall,Recall product : semi-skimmed Milk sterilized UHT Carrefour brand,milk and milk products,milk brand,France,EU,France,EU,semiskimmed milk sterilized uht carrefour brand,allergens,semiskimmed milk sterilized uht carrefour brand: semiskimmed milk sterilized uht carrefour brand,food,2020,5,2020-05,Q2,2020-Q2,2020-05-01 00:00:00 +00:00,recall,2.53618475,46.18700581,2.53618475,46.18700581,4.542115967195233,49.30349282101255,4.783725412892468,48.8101952198491,milk,dairy
217859,217859,2020-05-01,FDA Recalls (USA),FDA Recalls,USA,Official,recall,Mondelez Global LLC Conducts Voluntary Recall of Limited Quantity of RITZ Cheese Cracker Sandwiches Family Size Product in the U.S. Due to Undeclared Peanut on Outer Packaging,cereals and bakery products,cracker,United States of America,non_EU,United States of America,non_EU,undeclared peanut,allergens,undeclared peanut: ritz crackers,food,2020,5,2020-05,Q2,2020-Q2,2020-05-01 00:00:00 +00:00,recall,-112.46167057,45.67955203,-112.46167057,45.67955203,-149.5717659737511,63.50290429005188,-132.8115887188687,57.14179640909385,peanut,nuts
217808,217808,2020-04-30,AFSCA Recalls (Belgium),AFSCA Recalls,Belgium,Official,warning,Allergen not listed on the label : barley (gluten); celery and crustaceans,crustaceans and products thereof,shrimp,Belgium,EU,Belgium,EU,crustaceans,allergens,crustaceans: shrimp salad,food,2020,4,2020-04,Q2,2020-Q2,2020-04-30 00:00:00 +00:00,alert,4.64064572,50.63981435,4.64064572,50.63981435,6.130255792167207,50.47411295782164,4.971782081110892,51.071126511678116,seafood,seafood
217816,217816,2020-04-30,NVWA Recalls (Netherlands),NVWA Recalls,Netherlands,Official,recall,"
 Important security note: Jumbo tacos tomato salsa Packet and allergens",soups; broths; sauces and condiments,sauce,Netherlands,EU,Netherlands,EU,celery,allergens,celery: wrong sauce,food,2020,4,2020-04,Q2,2020-Q2,2020-04-30 00:00:00 +00:00,recall,5.2814735,52.10080804,5.2814735,52.10080804,6.352067273067345,52.25924669637082,4.635363890237958,51.78817054025055,celery,celery
217824,217824,2020-04-30,RASFF Portal,RASFF Portal,EU,Official,alert,milk ingredient undeclared on spring rolls from the United Kingdom,prepared dishes and snacks,bakery product,United Kingdom,UK,United Kingdom,UK,milk ingredient undeclared,allergens,milk ingredient undeclared: spring rolls,food,2020,4,2020-04,Q2,2020-Q2,2020-04-30 00:00:00 +00:00,alert,-2.86563362,54.12387156,-2.86563362,54.12387156,-1.8087482397237464,54.71295720253122,-5.138193619180019,58.14935224816806,milk,dairy
217841,217841,2020-04-30,Food Security Agency (Luxembourg),Food Security Agency,Luxembourg,Official,recall,Warning allergne : Salad of shrimps; 160 g of the trademark Boni - presence of allergnes barley(gluten); cleri and crustacs,,,Luxembourg,EU,Luxembourg,EU,allergnes barley,allergens,allergnes barley: salade de crevettes grises,food,2020,4,2020-04,Q2,2020-Q2,2020-04-30 00:00:00 +00:00,recall,6.07182681,49.76724687,6.07182681,49.76724687,6.158112665184637,49.60001103345002,6.213446449396685,49.526359498658316,barley,gluten-related
217781,217781,2020-04-29,Food Poisoning Bulletin (US),Food Poisoning Bulletin,USA,Others,recall,Farm Boy Spinach Spread Recalled in Canada For Undeclared Egg,fruits and vegetables,spinach,Canada,non_EU,United States of America,non_EU,undeclared egg,allergens,undeclared egg: farm boy spinach spread,food,2020,4,2020-04,Q2,2020-Q2,2020-04-29 00:00:00 +00:00,recall,-98.30775723,61.36206827,-112.46167057,45.67955203,-88.22285560962145,48.71219365985721,-75.92824803109399,36.594509089200095,egg,egg
217806,217806,2020-04-29,Food Authority (Denmark),Food Authority,Denmark,Official,recall,Udeklareret gluten in kyllingepostej,,,Denmark,EU,Denmark,EU,udeklareret gluten,allergens,udeklareret gluten:,food,2020,4,2020-04,Q2,2020-Q2,2020-04-29 00:00:00 +00:00,recall,10.02799418,55.98126391,10.02799418,55.98126391,9.354143532725503,56.37673896137873,10.100687267658492,55.50115277941902,gluten,gluten-related
217778,217778,2020-04-24,CDPH Recalls (Canada),CDPH Recalls,Canada,Official,recall,Food Recall Warning (Allergen) - Farm Boy brand Spinach Spread & Dip recalled due to undeclared egg,fruits and vegetables,spinach,Canada,non_EU,Canada,non_EU,allergen  egg,allergens,allergen  egg: spinach spread & dip,food,2020,4,2020-04,Q2,2020-Q2,2020-04-24 00:00:00 +00:00,recall,-98.30775723,61.36206827,-98.30775723,61.36206827,-122.61321397970569,65.3012891616525,-92.98105356432362,65.84879876068402,egg,egg
217734,217734,2020-04-24,RASFF Portal,RASFF Portal,EU,Official,alert,traces of mustard (4.8 mg/kg - ppm) in frozen breaded chicken chunks from Thailand; packaged in Ireland,poultry meat and poultry meat products,chicken,Ireland,EU,Ireland,EU,traces of mustard,allergens,traces of mustard: frozen breaded chicken chunks,food,2020,4,2020-04,Q2,2020-Q2,2020-04-24 00:00:00 +00:00,alert,-8.13793167,53.1754426,-8.13793167,53.1754426,-9.687891161906734,52.33608900686603,-6.186343491439265,52.73575567865531,mustard,mustard
217724,217724,2020-04-24,Food Safety Authority (Ireland),Food Safety Authority,Ireland,Official,recall,Presence of Mustard in a Batch of Big Als Side Kicks Flamin Chicken Chunks,poultry meat and poultry meat products,chicken,Germany,EU,Ireland,EU,mustard,allergens,mustard: big alâ€™s side kicks flaminâ€™ chicken chunks; pack size:1 kg; â€˜best-beforeâ€™ end date: march 2021,food,2020,4,2020-04,Q2,2020-Q2,2020-04-24 00:00:00 +00:00,recall,10.38577693,51.10697903,-8.13793167,53.1754426,9.245730247591268,50.15413657598406,-8.463590027002633,54.13360175948488,mustard,mustard
217680,217680,2020-04-22,Food Poisoning Bulletin (US),Food Poisoning Bulletin,USA,Others,recall,Buckhead Meat and Seafood Recalls Flounder Stuffed With Seafood,meat and meat products (other than poultry),meat,United States of America,non_EU,United States of America,non_EU,undeclared allergens,allergens,undeclared allergens: buckhead meat,food,2020,4,2020-04,Q2,2020-Q2,2020-04-22 00:00:00 +00:00,recall,-112.46167057,45.67955203,-112.46167057,45.67955203,-104.35209968943902,44.78424330845596,-105.77545326057064,39.26138555805503,other/unknown allergic reaction,other/unknown allergic reaction
217701,217701,2020-04-22,Ministry of Primary Industries (NZ),Ministry of Primary Industries,NZ,Official,recall,The Dumpling Company brand Dumplings; Steamed Buns and other processed meat products,meat and meat products (other than poultry),bakery product,New Zealand,non_EU,New Zealand,non_EU,undeclared allergens,allergens,undeclared allergens: dumplings steamed buns; and other meat products,food,2020,4,2020-04,Q2,2020-Q2,2020-04-22 00:00:00 +00:00,recall,171.48495391,-41.81112825,171.48495391,-41.81112825,176.04843334699356,-39.70331375386117,176.6017759106039,-40.04729048710136,other/unknown allergic reaction,other/unknown allergic reaction
217652,217652,2020-04-21,Food Poisoning Bulletin (US),Food Poisoning Bulletin,USA,Others,recall,Great Value Spaghetti Marinara Recalled For Undeclared Allergens,milk and milk products,milk,Canada,non_EU,United States of America,non_EU,undeclared allergens,allergens,undeclared allergens: milk,food,2020,4,2020-04,Q2,2020-Q2,2020-04-21 00:00:00 +00:00,recall,-98.30775723,61.36206827,-112.46167057,45.67955203,-66.88921212229728,57.44857301254317,-82.90973308662596,31.52276506430221,other/unknown allergic reaction,other/unknown allergic reaction
217656,217656,2020-04-21,Food Safety Authority (Ireland),Food Safety Authority,Ireland,Official,recall,Undeclared Mustard in Batches of Na Turek Nasz Puszysty Rzodkiewka Cream Cheese,,,Germany,EU,Ireland,EU,undeclared mustard,allergens,undeclared mustard:,food,2020,4,2020-04,Q2,2020-Q2,2020-04-21 00:00:00 +00:00,recall,10.38577693,51.10697903,-8.13793167,53.1754426,14.495165134798743,51.71027259578604,-9.762087270131925,53.62835222535522,mustard,mustard
217657,217657,2020-04-21,FDA Recalls (USA),FDA Recalls,USA,Official,recall,Allergy Alert Issued by Buckhead Meat and Seafood of Houston; Inc. for Undeclared Wheat; Soy; Milk; Fish and Eggs in Frozen Flounder Stuffed with Seafood,fish and fish products,flounder,United States of America,non_EU,United States of America,non_EU,undeclared wheat,allergens,undeclared wheat: frozen flounder stuffed with seafood,food,2020,4,2020-04,Q2,2020-Q2,2020-04-21 00:00:00 +00:00,recall,-112.46167057,45.67955203,-112.46167057,45.67955203,-93.35012465174505,38.82247895305179,-161.55343467305443,63.105221525842,wheat,gluten-related
217650,217650,2020-04-14,CDPH Recalls (Canada),CDPH Recalls,Canada,Official,recall,Food Recall Warning (Allergen) - Great Value brand Spaghetti Marinara recalled due to undeclared milk and sulphites,cereals and bakery products,spaghetti marinara,Canada,non_EU,Canada,non_EU,allergen  sulphites,allergens,allergen  sulphites: spaghetti marinara,food,2020,4,2020-04,Q2,2020-Q2,2020-04-14 00:00:00 +00:00,recall,-98.30775723,61.36206827,-98.30775723,61.36206827,-127.05660884013996,56.294265765088795,-107.36669887128792,68.19148030710546,sulphite,sulphite
